503	601012	199590
504	601011	159139
505	601010	184800
506	601009	848221
507	601008	101522
508	601007	30000
509	601006	1486680
510	601003	256280
511	601002	79269
512	601001	167370
513	601000	455841
514	600999	669941
515	600998	169566
516	600997	158780
517	600996	104257
518	600995	47853
519	600993	43106
520	600992	24509
521	600990	15918
522	600988	71320
523	600987	63531
524	600986	96281
525	600985	30016
526	600984	63677
527	600983	76644
528	600982	74693
529	600981	224244
530	600980	15221
531	600979	94790
532	600978	148288
533	600977	186700
534	600976	15340
535	600975	65268
536	600973	122212
537	600971	100001
538	600970	175426
539	600969	26433
540	600967	168964
541	600966	133685
542	600965	81871
543	600963	139774
544	600962	26221
545	600961	52746
546	600960	95052
547	600959	388453
548	600958	621546
549	600939	181450
550	600936	167103
551	600926	366443
552	600919	1154445
553	600917	155600
554	600909	362100
555	600908	184812
556	600900	2200000
557	600898	25253
558	600897	29781
559	600896	86910
560	600895	154869
561	600894	85995
562	600893	224985
563	600892	55947
564	600891	61759
565	600890	57920
566	600889	30707
567	600888	83360
568	600887	607901
569	600886	678603
570	600885	53198
571	600884	112277
572	600883	23609
573	600882	40854
574	600881	324892
575	600880	109334
576	600879	271928
577	600876	52677
578	600875	233691
579	600874	142723
580	600873	310823
581	600872	79664
582	600871	1414267
583	600870	52320
584	600869	221936
585	600868	189815
586	600867	171130
587	600865	37625
588	600864	210852
589	600863	580775
590	600862	139305
591	600861	31681
592	600859	77626
593	600858	52007
594	600857	22432
595	600856	136666
596	600855	33162
597	600854	51946
598	600853	53681
599	600851	120706
600	600850	42089
601	600848	111992
602	600846	62477
603	600845	78325
604	600843	54859
605	600841	86669
606	600839	461625
607	600838	40089
608	600837	1150170
609	600836	66276
610	600835	102274
611	600834	47739
612	600833	22309
613	600831	60497
614	600830	45433
615	600829	57989
616	600828	173199
617	600827	178417
618	600826	42065
619	600825	104489
620	600824	105403
621	600823	375117
622	600822	49598
623	600821	41627
624	600820	314410
625	600819	93492
626	600818	32145
627	600816	455762
628	600814	71503
629	600812	163081
630	600811	371458
631	600810	44228
632	600809	86585
633	600808	770069
634	600807	88464
635	600805	85090
636	600804	143168
637	600803	98579
638	600802	38188
639	600801	149758
640	600800	61128
641	600798	103086
642	600797	105599
643	600796	30141
644	600795	1965040
645	600794	121216
646	600792	98993
647	600791	45288
648	600790	104700
649	600789	58158
650	600787	219981
651	600785	22564
652	600784	56818
653	600783	74436
654	600782	278690
655	600781	17760
656	600780	114651
657	600779	48855
658	600778	31150
659	600777	680050
660	600776	125601
661	600775	91384
662	600774	17458
663	600773	72922
664	600771	35312
665	600770	130000
666	600769	37498
667	600768	13375
668	600766	22423
669	600765	77801
670	600764	32973
671	600763	32064
672	600761	74019
673	600759	226351
674	600758	133141
675	600757	121366
676	600756	32410
677	600755	166497
678	600754	95794
679	600753	12800
680	600751	289934
681	600750	30000
682	600749	18914
683	600748	184457
684	600746	30643
685	600745	63727
686	600744	178113
687	600743	234611
688	600742	42305
689	600741	315273
690	600740	76570
691	600739	152971
692	600738	78310
693	600737	205188
694	600736	119430
695	600735	37600
696	600734	62352
697	600731	32732
698	600730	58666
699	600729	40653
700	600728	161734
701	600727	35099
702	600726	196668
703	600724	144525
704	600723	65841
705	600722	68032
706	600720	77630
707	600719	40460
708	600718	124320
709	600717	167477
710	600716	93607
711	600715	185486
712	600714	28818
713	600713	89743
714	600712	54466
715	600711	149706
716	600708	171434
717	600707	73676
718	600706	17951
719	600705	897633
720	600704	430669
721	600703	407843
722	600702	33730
723	600699	94929
724	600698	97182
725	600697	15909
726	600695	71114
727	600694	29372
728	600693	89823
729	600692	35177
730	600691	175679
731	600690	609741
732	600689	20100
733	600688	1080000
734	600687	148872
735	600686	60674
736	600685	141351
737	600684	85347
738	600683	74078
739	600682	111198
740	600681	96416
741	600679	40220
742	600678	34899
743	600677	52180
744	600676	102850
745	600674	440215
746	600673	246888
747	600671	12178
748	600668	34409
749	600667	210620
750	600666	122733
751	600665	86413
752	600664	255044
753	600663	336184
754	600662	105337
755	600661	28655
756	600660	250862
757	600658	79899
758	600657	152427
759	600655	143733
760	600653	194639
761	600652	83271
762	600651	99159
763	600650	55162
764	600649	252958
765	600648	113535
766	600647	13915
767	600645	38609
768	600644	53841
769	600643	143714
770	600642	455204
771	600641	80616
772	600640	79570
773	600639	112242
774	600638	56117
775	600637	264174
776	600635	295244
777	600634	57574
778	600633	130193
779	600630	42487
780	600629	43221
781	600628	64688
782	600626	71025
783	600624	68472
784	600623	211744
785	600622	88739
786	600621	106090
787	600620	68668
788	600619	86632
789	600618	115640
790	600617	108467
791	600616	51462
792	600615	18803
793	600614	175278
794	600613	53408
795	600612	52312
796	600611	236413
797	600610	107128
798	600609	109267
799	600606	1216816
800	600605	14735
801	600604	187331
802	600602	136768
803	600601	219490
804	600600	135099
805	600599	16600
806	600598	177768
807	600597	123064
808	600596	70542
809	600595	174155
810	600594	79193
811	600593	9200
812	600592	39956
813	600590	66697
814	600589	70531
815	600588	146422
816	600587	40643
817	600586	145831
818	600585	529931
819	600584	135985
820	600583	442136
821	600582	413859
822	600580	128890
823	600579	41064
824	600578	674674
825	600577	195533
826	600576	65206
827	600575	388627
828	600573	25000
829	600572	251073
830	600571	43968
831	600570	61781
832	600569	239369
833	600568	199287
834	600567	455126
835	600566	80963
836	600565	242305
837	600563	22500
838	600562	47874
839	600561	23707
840	600560	22365
841	600559	43807
842	600558	89761
843	600557	61645
844	600555	130350
845	600552	76705
846	600551	50583
847	600550	153461
848	600549	108663
849	600548	218078
850	600547	185712
851	600545	189542
852	600543	32112
853	600538	46441
854	600537	117636
855	600536	49457
856	600535	108048
857	600533	105000
858	600532	51607
859	600531	109025
860	600530	78000
861	600529	30356
862	600528	222156
863	600527	80209
864	600526	54741
865	600525	131732
866	600523	28880
867	600522	306608
868	600521	104250
869	600519	125620
870	600518	494675
871	600517	135617
872	600516	178880
873	600515	390760
874	600513	28546
875	600512	159891
876	600511	76694
877	600510	104710
878	600509	90570
879	600508	72272
880	600507	132610
881	600506	14771
882	600505	36457
883	600503	160229
884	600502	143431
885	600501	42129
886	600500	208302
887	600499	141147
888	600498	111425
889	600497	430990
890	600496	151045
891	600495	120820
892	600493	27200
893	600491	126210
894	600490	189137
895	600489	345114
896	600488	109189
897	600487	135978
898	600486	30990
899	600485	292375
900	600483	155183
901	600482	173920
902	600481	162050
903	600480	45094
904	600479	34876
905	600478	139108
906	600477	137443
907	600476	16107
908	600475	55940
909	600470	52160
910	600469	56242
911	600468	81112
912	600467	146100
913	600466	213430
914	600463	30000
915	600462	53378
916	600461	78960
917	600460	124717
918	600459	26098
919	600458	80280
920	600456	43027
921	600455	6246
922	600452	16000
923	600449	47819
924	600448	42237
925	600446	83501
926	600444	14643
927	600439	113199
928	600438	388238
929	600436	60332
930	600435	148932
931	600433	127132
932	600429	149756
933	600428	214666
934	600426	162049
935	600422	78869
936	600421	19560
937	600420	111046
938	600419	10356
939	600418	189332
940	600416	94584
941	600415	544322
942	600410	110285
943	600409	206435
944	600408	100680
945	600406	242896
946	600405	56261
947	600400	180947
948	600399	130000
949	600398	449276
950	600397	98996
951	600396	147271
952	600395	165506
953	600393	253625
954	600392	135013
955	600391	33013
956	600389	29700
957	600388	106905
958	600387	38610
959	600386	80640
960	600385	14811
961	600383	451364
962	600382	46683
963	600380	157378
964	600379	23586
965	600378	29720
966	600377	503775
967	600376	257957
968	600373	137795
969	600372	175917
970	600371	22506
971	600370	79725
972	600369	564511
973	600368	83381
974	600367	29120
975	600366	55708
976	600365	40000
977	600363	44348
978	600362	346273
979	600361	66581
980	600360	73828
981	600359	38152
982	600358	50494
983	600356	29874
984	600355	49209
985	600354	52781
986	600353	54372
987	600352	325334
988	600351	78705
989	600350	481117
990	600348	240500
991	600345	19800
992	600343	63821
993	600340	295495
994	600338	65301
995	600337	180611
996	600336	77676
997	600335	102974
998	600333	60904
999	600332	162580
1000	600331	203200
1001	600330	83048
1002	600329	76888
1003	600328	43804
1004	600327	56717
1005	600326	86539
1006	600325	211832
1007	600323	76627
1008	600322	110570
1009	600321	151055
1010	600320	439030
1011	600318	48400
1012	600317	647299
1013	600316	71712
1014	600315	67342
1015	600313	108220
1016	600312	135693
1017	600311	66560
1018	600310	82778
1019	600309	273402
1020	600308	116757
1021	600307	626336
1022	600305	60274
1023	600303	67561
1024	600302	34601
1025	600300	167200
1026	600299	268191
1027	600298	82409
1028	600297	715053
1029	600295	103200
1030	600293	116214
1031	600292	78082
1032	600291	109307
1033	600290	75991
1034	600289	63106
1035	600288	43680
1036	600287	43680
1037	600285	59233
1038	600284	69304
1039	600283	35300
1040	600282	440898
1041	600281	51441
1042	600280	114834
1043	600279	69296
1044	600278	52225
1045	600277	273895
1046	600276	281689
1047	600273	149400
1048	600272	24300
1049	600271	186286
1050	600270	90549
1051	600269	233541
1052	600268	63525
1053	600267	96554
1054	600266	156704
1055	600262	17000
1056	600261	145211
1057	600260	70885
1058	600259	30181
1059	600258	81575
1060	600257	48124
1061	600256	522143
1062	600255	176960
1063	600252	347511
1064	600251	78485
1065	600250	25870
1066	600249	55000
1067	600248	61580
1068	600246	205401
1069	600243	43885
1070	600242	45667
1071	600241	22620
1072	600240	142426
1073	600239	160569
1074	600238	44820
1075	600237	56437
1076	600236	606337
1077	600235	35130
1078	600233	282123
1079	600232	36472
1080	600231	251917
1081	600229	70210
1082	600227	173632
1083	600226	241434
1084	600223	100097
1085	600222	57389
1086	600221	1680613
1087	600220	178335
1088	600219	925111
1089	600218	36876
1090	600217	141134
1091	600216	96285
1092	600215	46504
1093	600213	22000
1094	600211	17962
1095	600210	151674
1096	600209	43902
1097	600208	859935
1098	600207	86296
1099	600206	83878
1100	600203	45645
1101	600202	38335
1102	600201	64226
1103	600200	72190
1104	600199	55578
1105	600198	88211
1106	600197	44100
1107	600196	249514
1108	600195	42980
1109	600193	42538
1110	600192	44175
1111	600191	48494
1112	600190	200230
1113	600189	31050
1114	600188	491202
1115	600187	165394
1116	600186	106203
1117	600185	206007
1118	600184	50877
1119	600183	145448
1120	600182	34000
1121	600180	101648
1122	600178	46208
1123	600177	358145
1124	600176	291859
1125	600175	357649
1126	600173	72515
1127	600172	142632
1128	600171	67381
1129	600170	890440
1130	600169	256396
1131	600168	70957
1132	600167	88005
1133	600166	667014
1134	600165	68489
1135	600163	99947
1136	600162	340068
1137	600161	67011
1138	600160	211167
1139	600159	83001
1140	600158	84374
1141	600157	1242580
1142	600156	40212
1143	600155	173956
1144	600153	283521
1145	600152	44067
1146	600151	143426
1147	600150	137812
1148	600148	14152
1149	600146	46997
1150	600143	271679
1151	600141	50073
1152	600139	66190
1153	600138	72384
1154	600137	9722
1155	600136	48719
1156	600135	37300
1157	600133	63426
1158	600132	48398
1159	600131	50413
1160	600130	76800
1161	600129	42690
1162	600128	24677
1163	600127	64179
1164	600126	259784
1165	600125	130553
1166	600123	114240
1167	600122	115417
1168	600120	67261
1169	600119	30740
1170	600118	118249
1171	600117	104512
1172	600116	99301
1173	600115	1446759
1174	600114	43635
1175	600113	31860
1176	600111	363307
1177	600110	115032
1178	600109	302436
1179	600108	194692
1180	600107	36000
1181	600106	99852
1182	600105	94500
1183	600104	1168347
1184	600103	177371
1185	600101	32418
1186	600100	296390
1187	600099	21912
1188	600098	272620
1189	600097	20260
1190	600096	132138
1191	600095	36127
1192	600094	247533
1193	600093	112245
1194	600090	143967
1195	600089	371865
1196	600088	33143
1197	600086	135000
1198	600085	137148
1199	600084	112373
1200	600083	23000
1201	600082	64612
1202	600081	31356
1203	600080	30530
1204	600079	128605
1205	600078	66258
1206	600077	134013
1207	600076	103427
1208	600075	97253
1209	600074	243789
1210	600073	93773
1211	600072	73625
1212	600071	23748
1213	600070	52195
1214	600069	124911
1215	600068	460478
1216	600067	149212
1217	600066	221394
1218	600064	77248
1219	600063	192590
1220	600062	86937
1221	600061	369416
1222	600060	130849
1223	600059	80853
1224	600058	107192
1225	600057	117078
1226	600056	106849
1227	600055	54082
1228	600054	74730
1229	600053	43355
1230	600052	87179
1231	600051	31088
1232	600050	2119660
1233	600048	1185845
1234	600039	361053
1235	600038	58948
1236	600037	139178
1237	600036	2521985
1238	600035	173080
1239	600033	274440
1240	600031	764358
1241	600030	1211691
1242	600029	1008818
1243	600028	12107121
1244	600027	986298
1245	600026	403204
1246	600023	1360069
1247	600022	1094655
1248	600021	213974
1249	600020	224738
1250	600019	2210266
1251	600018	2317368
1252	600017	307566
1253	600016	3648535
1254	600015	1282269
1255	600012	165861
1256	600011	1520039
1257	600010	4558504
1258	600009	192696
1259	600008	482062
1260	600007	100729
1261	600006	200000
1262	600004	206933
1263	600000	2935209
1264	300696	6895
1265	300693	9124
1266	300692	10667
1267	300691	8555
1268	300690	6934
1269	300689	6800
1270	300688	6800
1271	300687	8000
1272	300686	12520
1273	300685	8000
1274	300683	10336
1275	300682	40500
1276	300681	7560
1277	300680	6800
1278	300679	12000
1279	300678	10000
1280	300677	9724
1281	300676	40010
1282	300675	14667
1283	300673	8000
1284	300672	11177
1285	300671	10135
1286	300670	10800
1287	300669	8420
1288	300668	4216
1289	300667	6800
1290	300666	21876
1291	300665	7600
1292	300663	13143
1293	300662	18000
1294	300661	6000
1295	300660	10108
1296	300659	8278
1297	300658	10000
1298	300657	10400
1299	300656	6000
1300	300655	8825
1301	300653	8000
1302	300652	8800
1303	300651	7574
1304	300650	6315
1305	300649	12800
1306	300648	6770
1307	300647	12000
1308	300645	6667
1309	300643	20000
1310	300642	6000
1311	300641	28800
1312	300640	8000
1313	300639	9102
1314	300638	8000
1315	300637	12000
1316	300636	8130
1317	300635	13568
1318	300633	40001
1319	300632	11580
1320	300631	10263
1321	300630	12212
1322	300629	6667
1323	300628	14934
1324	300627	11920
1325	300626	10000
1326	300625	28000
1327	300623	9360
1328	300622	8580
1329	300621	13600
1330	300620	8800
1331	300619	7468
1332	300618	12000
1333	300617	6667
1334	300616	11039
1335	300615	8000
1336	300613	4445
1337	300612	0
1338	300611	17896
1339	300610	15000
1340	300609	10000
1341	300608	8765
1342	300607	13045
1343	300606	8920
1344	300605	8400
1345	300604	7620
1346	300603	10300
1347	300602	10000
1348	300601	42115
1349	300600	10000
1350	300599	30400
1351	300598	8000
1352	300597	24000
1353	300596	18000
1354	300595	12240
1355	300593	11554
1356	300592	12239
1357	300591	31200
1358	300590	16000
1359	300589	11268
1360	300588	10000
1361	300587	10400
1362	300586	9600
1363	300585	16000
1364	300584	8000
1365	300583	10667
1366	300582	20261
1367	300581	9040
1368	300580	20000
1369	300579	8000
1370	300578	7200
1371	300577	12077
1372	300576	12000
1373	300575	7335
1374	300573	8000
1375	300572	6726
1376	300571	8000
1377	300570	23000
1378	300569	15002
1379	300568	19200
1380	300567	8191
1381	300566	12439
1382	300565	16000
1383	300563	8000
1384	300562	18880
1385	300561	8400
1386	300560	10518
1387	300559	7180
1388	300558	40100
1389	300557	5567
1390	300556	11114
1391	300555	20000
1392	300554	5200
1393	300553	4800
1394	300552	10670
1395	300551	7336
1396	300550	8000
1397	300549	13334
1398	300548	8267
1399	300547	6136
1400	300546	13521
1401	300545	7207
1402	300543	12000
1403	300542	9120
1404	300541	12000
1405	300540	8000
1406	300539	20900
1407	300538	5648
1408	300537	19303
1409	300536	16760
1410	300535	5974
1411	300534	30335
1412	300533	10000
1413	300532	15403
1414	300531	28000
1415	300530	7000
1416	300529	41661
1417	300528	37261
1418	300527	48584
1419	300526	16982
1420	300525	7204
1421	300523	14400
1422	300522	12001
1423	300521	14400
1424	300520	21137
1425	300519	16000
1426	300518	9334
1427	300517	10240
1428	300516	12000
1429	300515	20000
1430	300514	10000
1431	300513	12186
1432	300512	27000
1433	300511	22855
1434	300510	22629
1435	300509	8000
1436	300508	5682
1437	300507	12001
1438	300506	30000
1439	300505	9336
1440	300503	25363
1441	300502	23280
1442	300501	6726
1443	300500	12296
1444	300499	12001
1445	300498	522036
1446	300497	11234
1447	300496	40234
1448	300495	60121
1449	300494	24000
1450	300493	30000
1451	300492	0
1452	300491	14586
1453	300490	20364
1454	300489	9075
1455	300488	10519
1456	300487	20240
1457	300486	14139
1458	300485	24000
1459	300484	20800
1460	300483	6150
1461	300482	17600
1462	300481	16000
1463	300480	19235
1464	300479	16000
1465	300478	6667
1466	300477	30474
1467	300476	42762
1468	300475	20000
1469	300474	27040
1470	300473	10493
1471	300472	10001
1472	300471	37077
1473	300470	10668
1474	300469	6830
1475	300468	10541
1476	300467	16684
1477	300466	0
1478	300465	45039
1479	300464	20801
1480	300463	55800
1481	300462	0
1482	300461	7055
1483	300460	16828
1484	300459	158127
1485	300458	33268
1486	300457	30991
1487	300456	18784
1488	300455	39200
1489	300453	15872
1490	300452	9280
1491	300451	0
1492	300450	42994
1493	300449	15550
1494	300448	21838
1495	300447	29956
1496	300446	12280
1497	300445	16564
1498	300444	32553
1499	300443	23806
1500	300442	10000
1501	300441	36797
1502	300440	45602
1503	300439	34697
1504	300438	28116
1505	300437	21833
1506	300436	14188
1507	300435	24919
1508	300434	22320
1509	300433	261793
1510	300432	51000
1511	300431	0
1512	300430	11334
1513	300429	25719
1514	300428	24240
1515	300427	28375
1516	300426	40000
1517	300425	37528
1518	300424	23999
1519	300423	11097
1520	300422	35607
1521	300421	13056
1522	300420	48524
1523	300419	36776
1524	300418	115883
1525	300417	8160
1526	300416	12560
1527	300415	43200
1528	300414	0
1529	300413	0
1530	300412	25920
1531	300411	16000
1532	300410	19711
1533	300409	21500
1534	300408	172796
1535	300407	27550
1536	300406	50083
1537	300405	11724
1538	300404	13428
1539	300403	33500
1540	300402	20200
1541	300401	18140
1542	300400	24000
1543	300399	15200
1544	300398	36400
1545	300397	24000
1546	300396	15335
1547	300395	29518
1548	300394	18585
1549	300393	18358
1550	300392	38400
1551	300391	19821
1552	300390	34455
1553	300389	31773
1554	300388	30567
1555	300387	12498
1556	300386	41805
1557	300385	12000
1558	300384	0
1559	300383	144636
1560	300382	31295
1561	300381	40676
1562	300380	13744
1563	300379	27704
1564	300378	26471
1565	300377	74254
1566	300376	0
1567	300375	18570
1568	300374	19468
1569	300373	47250
1570	300372	17156
1571	300371	12000
1572	300370	95869
1573	300369	79686
1574	300368	55034
1575	300367	85638
1576	300366	52558
1577	300365	17589
1578	300364	71166
1579	300363	42496
1580	300362	43700
1581	300360	36267
1582	300359	63378
1583	300358	44016
1584	300357	16160
1585	300356	41485
1586	300355	160425
1587	300354	13835
1588	300353	51694
1589	300352	144983
1590	300351	38461
1591	300350	53365
1592	300349	23783
1593	300348	29938
1594	300347	50018
1595	300346	16087
1596	300345	44130
1597	300344	33775
1598	300343	0
1599	300342	43199
1600	300341	51022
1601	300340	0
1602	300339	71547
1603	300338	33962
1604	300337	82192
1605	300336	53755
1606	300335	36215
1607	300334	27604
1608	300333	33600
1609	300332	90161
1610	300331	22605
1611	300330	16800
1612	300329	25129
1613	300328	40977
1614	300327	21006
1615	300326	71493
1616	300325	101068
1617	300324	117220
1618	300323	84099
1619	300322	40752
1620	300321	8880
1621	300320	52803
1622	300319	70432
1623	300318	82142
1624	300317	85449
1625	300316	98493
1626	300315	275800
1627	300314	28800
1628	300313	19736
1629	300312	32004
1630	300311	44801
1631	300310	88245
1632	300309	48403
1633	300308	47386
1634	300307	80200
1635	300306	28748
1636	300305	28979
1637	300304	87230
1638	300303	125160
1639	300302	42128
1640	300301	79011
1641	300300	45940
1642	300299	57001
1643	300298	40732
1644	300297	117537
1645	300296	162892
1646	300295	19206
1647	300294	40108
1648	300293	27000
1649	300292	127486
1650	300291	81247
1651	300290	32143
1652	300289	42381
1653	300288	33795
1654	300287	143528
1655	300286	14460
1656	300285	0
1657	300284	57822
1658	300283	41437
1659	300282	24954
1660	300281	27929
1661	300280	0
